driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s
818B. Del PinoDELMP Motorsport,12,26:06.135,16.571,0.788,192.912,2:08.055,3,1066,2025,ROUND8Summary,,,818,B  Del Pino,DEL,MP Motorsport,1566.135,128.055,16.571
91B. BadoerBADPREMA Racing,12,26:06.919,17.355,0.784,192.815,2:07.821,4,1066,2025,ROUND8Summary,,,91,B  Badoer,BAD,PREMA Racing,1566.919,127.821,17.355
1019A. GiustiGIUMP Motorsport,12,26:07.894,18.330,0.975,192.695,2:07.867,4,1066,2025,ROUND8Summary,,,1019,A  Giusti,GIU,MP Motorsport,1567.894,127.867,18.33
1116G. XieXIEHitech TGR,12,26:08.553,18.989,0.659,192.614,2:07.961,5,1066,2025,ROUND8Summary,,,1116,G  Xie,XIE,Hitech TGR,1568.553,127.961,18.989
1217T. TramnitzTRAMP Motorsport,12,26:09.051,19.487,0.498,192.553,2:08.441,5,1066,2025,ROUND8Summary,,,1217,T  Tramnitz,TRA,MP Motorsport,1569.051,128.441,19.487
1325R. BilinskiBILRodin Motorsport,12,26:10.161,20.597,1.110,192.417,2:08.024,3,1066,2025,ROUND8Summary,,,1325,R  Bilinski,BIL,Rodin Motorsport,1570.161,128.024,20.597
1410M. BoyaBOYCampos Racing,12,26:10.498,20.934,0.337,192.376,2:07.296,4,1066,2025,ROUND8Summary,,,1410,M  Boya,BOY,Campos Racing,1570.498,127.296,20.934
152N. LeónLEOPREMA Racing,12,26:13.248,23.684,2.750,192.039,2:08.583,4,1066,2025,ROUND8Summary,,,152,N  León,LEO,PREMA Racing,1573.248,128.583,23.684
1629N. LacorteLACDAMS Lucas Oil,12,26:14.303,24.739,1.055,191.911,2:08.250,5,1066,2025,ROUND8Summary,,,1629,N  Lacorte,LAC,DAMS Lucas Oil,1574.303,128.25,24.739
1723C. VoisinVOIRodin Motorsport,12,26:19.175,29.611,4.872,191.319,2:08.292,4,1066,2025,ROUND8Summary,,,1723,C  Voisin,VOI,Rodin Motorsport,1579.175,128.292,29.611
188T. TaponenTAPART Grand Prix,12,26:21.820,32.256,2.645,190.999,2:08.662,6,1066,2025,ROUND8Summary,,,188,T  Taponen,TAP,ART Grand Prix,1581.82,128.662,32.256
209J. WhartonWHAART Grand Prix,12,26:22.371,32.807,0.277,190.932,2:09.746,3,1066,2025,ROUND8Summary,,,209,J  Wharton,WHA,ART Grand Prix,1582.371,129.746,32.807
2121S. RamosRAMVan Amersfoort Racing,12,26:22.641,33.077,0.270,190.9,2:09.246,6,1066,2025,ROUND8Summary,,,2121,S  Ramos,RAM,Van Amersfoort Racing,1582.641,129.246,33.077
2220T. NaëlNAEVan Amersfoort Racing,12,26:23.223,33.659,0.582,191.434,2:08.340,5,1066,2025,ROUND8Summary,,,2220,T  Naël,NAE,Van Amersfoort Racing,1583.223,128.34,33.659
237L. Van HoepenVANART Grand Prix,12,26:23.326,33.762,0.685,190.817,2:08.733,5,1066,2025,ROUND8Summary,,,237,L  Van Hoepen,VAN,ART Grand Prix,1583.326,128.733,33.762
2426J. HedleyHEDAIX Racing,12,26:24.261,34.697,0.935,190.704,2:09.540,3,1066,2025,ROUND8Summary,,,2426,J  Hedley,HED,AIX Racing,1584.261,129.54,34.697
2524L. SharpSHARodin Motorsport,12,26:26.381,36.817,2.120,190.45,2:09.304,5,1066,2025,ROUND8Summary,,,2524,L  Sharp,SHA,Rodin Motorsport,1586.381,129.304,36.817
2615F. SlaterSLAHitech TGR,12,26:27.565,38.001,1.184,190.308,2:08.102,3,1066,2025,ROUND8Summary,,,2615,F  Slater,SLA,Hitech TGR,1587.565,128.102,38.001
2727N. MarinangeliMARAIX Racing,12,26:28.346,38.782,0.781,190.214,2:09.471,3,1066,2025,ROUND8Summary,,,2727,N  Marinangeli,MAR,AIX Racing,1588.346,129.471,38.782
2831C. HoHODAMS Lucas Oil,12,26:32.232,42.668,3.886,189.75,2:07.190,3,1066,2025,ROUND8Summary,,,2831,C  Ho,HOD,AMS Lucas Oil,1592.232,127.19,42.668
2922I. DominguesDOMVan Amersfoort Racing,12,26:34.877,45.313,2.645,189.435,2:08.214,4,1066,2025,ROUND8Summary,,,2922,I  Domingues,DOM,Van Amersfoort Racing,1594.877,128.214,45.313
2928B. BenavidesBENAIX Racing,12,26:22.094,32.530,0.274,190.966,2:08.390,4,1066,2025,ROUND8Summary,,,2928,B  Benavides,BEN,AIX Racing,1582.094,128.39,32.53
DNF30M. ZagazetaZAGDAMS Lucas Oil,8,17:44.856,DNF,-,189.01,2:09.697,4,1066,2025,ROUND8Summary,,DNF,30,M  Zagazeta,ZAG,DAMS Lucas Oil,1064.856,129.697,
