driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
2727N. MarinangeliMARAIX Racing,16,35:09.045,25.079,1.431,144.147,1:52.810,9,1059,2025,ROUND1Summary,,,2727,N  Marinangeli,MAR,AIX Racing,2109.045,112.81,25.079,16.0,27.0,2083.966,109.748,16.0,1.0,25.079,3.062,131.815,1,0,0,0,27.0,21.045,118.09299083685926,116.384,0.0,130.78673883928573,13.722,1.029,1
DNF31C. HoHODAMS Lucas Oil,12,25:01.767,DNF,-,151.827,1:52.017,9,1059,2025,ROUND1Summary,,DNF,31,C  Ho,HOD,AMS Lucas Oil,1501.767,112.017,,12.0,,2083.966,109.748,16.0,0.75,,2.269,125.147,0,1,0,0,,16.667,113.4836650925757,113.484,0.2,130.78673883928573,11.664,-5.639,1
15R. CâmaraCAMTRIDENT,22,42:05.006,-,-,169.403,1:52.931,5,1060,2025,ROUND2Summary,,,15,R  Câmara,CAM,TRIDENT,2525.006,112.931,,22.0,1.0,2525.006,112.931,22.0,1.0,0.0,0.0,114.773,1,0,0,0,1.0,7.593,114.31535681538406,114.378,0.8,117.00589090909092,0.458,-2.233,2
223C. VoisinVOIRodin Motorsport,22,42:11.217,6.211,6.211,168.987,1:53.585,6,1060,2025,ROUND2Summary,,,223,C  Voisin,VOI,Rodin Motorsport,2531.217,113.585,6.211,22.0,2.0,2525.006,112.931,22.0,1.0,6.211,0.654,115.055,1,0,0,0,2.0,12.308,113.9087699920339,113.263,0.444,117.00589090909092,1.147,-1.951,2
317T. TramnitzTRAMP Motorsport,22,42:12.890,7.884,1.673,168.876,1:53.187,5,1060,2025,ROUND2Summary,,,317,T  Tramnitz,TRA,MP Motorsport,2532.89,113.187,7.884,22.0,3.0,2525.006,112.931,22.0,1.0,7.884,0.256,115.131,1,0,0,0,3.0,11.867,115.16305777365629,114.718,0.7,117.00589090909092,-0.032,-1.875,2
48T. TaponenTAPART Grand Prix,22,42:15.699,10.693,2.809,168.689,1:53.129,5,1060,2025,ROUND2Summary,,,48,T  Taponen,TAP,ART Grand Prix,2535.699,113.129,10.693,22.0,4.0,2525.006,112.931,22.0,1.0,10.693,0.198,115.259,1,0,0,0,4.0,13.214,114.38655093691507,113.787,0.5,117.00589090909092,0.872,-1.747,2
512N. TsolovTSOCampos Racing,22,42:16.037,11.031,0.338,168.666,1:53.192,5,1060,2025,ROUND2Summary,,,512,N  Tsolov,TSO,Campos Racing,2536.037,113.192,11.031,22.0,5.0,2525.006,112.931,22.0,1.0,11.031,0.261,115.274,1,0,0,0,5.0,8.786,114.356535095258,116.238,0.875,117.00589090909092,0.918,-1.731,2
64N. StrømstedSTRTRIDENT,22,42:19.149,14.143,3.112,168.459,1:53.614,5,1060,2025,ROUND2Summary,,,64,N  Strømsted,STR,TRIDENT,2539.149,113.614,14.143,22.0,6.0,2525.006,112.931,22.0,1.0,14.143,0.683,115.416,1,0,0,0,6.0,7.593,114.31535681538406,114.804,0.7,117.00589090909092,1.101,-1.59,2
719A. GiustiGIUMP Motorsport,22,42:19.463,14.457,0.314,168.439,1:53.694,5,1060,2025,ROUND2Summary,,,719,A  Giusti,GIU,MP Motorsport,2539.463,113.694,14.457,22.0,7.0,2525.006,112.931,22.0,1.0,14.457,0.763,115.43,1,0,0,0,7.0,11.867,115.16305777365629,113.745,0.7,117.00589090909092,0.267,-1.576,2
810M. BoyaBOYCampos Racing,22,42:22.264,17.258,2.801,168.253,1:53.269,5,1060,2025,ROUND2Summary,,,810,M  Boya,BOY,Campos Racing,2542.264,113.269,17.258,22.0,8.0,2525.006,112.931,22.0,1.0,17.258,0.338,115.557,1,0,0,0,8.0,8.786,114.356535095258,113.409,0.7,117.00589090909092,1.201,-1.448,2
918B. Del PinoDELMP Motorsport,22,42:23.295,18.289,1.031,168.185,1:53.554,6,1060,2025,ROUND2Summary,,,918,B  Del Pino,DEL,MP Motorsport,2543.295,113.554,18.289,22.0,9.0,2525.006,112.931,22.0,1.0,18.289,0.623,115.604,1,0,0,0,9.0,11.867,115.16305777365629,117.026,0.3,117.00589090909092,0.441,-1.402,2
1031C. HoHODAMS Lucas Oil,22,42:23.367,18.361,0.072,168.18,1:53.515,5,1060,2025,ROUND2Summary,,,1031,C  Ho,HOD,AMS Lucas Oil,2543.367,113.515,18.361,22.0,10.0,2525.006,112.931,22.0,1.0,18.361,0.584,115.608,1,0,0,0,10.0,16.667,113.4836650925757,113.484,0.2,117.00589090909092,2.124,-1.398,2
116C. WurzWURTRIDENT,22,42:24.316,19.310,0.949,168.117,1:53.264,2,1060,2025,ROUND2Summary,,,116,C  Wurz,WUR,TRIDENT,2544.316,113.264,19.31,22.0,11.0,2525.006,112.931,22.0,1.0,19.31,0.333,115.651,1,0,0,0,11.0,7.593,114.31535681538406,113.703,0.4,117.00589090909092,1.335,-1.355,2
127L. Van HoepenVANART Grand Prix,22,42:34.313,29.307,9.997,167.459,1:53.649,6,1060,2025,ROUND2Summary,,,127,L  Van Hoepen,VAN,ART Grand Prix,2554.313,113.649,29.307,22.0,12.0,2525.006,112.931,22.0,1.0,29.307,0.718,116.105,1,0,0,0,12.0,13.214,114.38655093691507,114.407,0.5,117.00589090909092,1.719,-0.901,2
1325R. BilinskiBILRodin Motorsport,22,42:35.456,30.450,1.143,167.384,1:54.321,8,1060,2025,ROUND2Summary,,,1325,R  Bilinski,BIL,Rodin Motorsport,2555.456,114.321,30.45,22.0,13.0,2525.006,112.931,22.0,1.0,30.45,1.39,116.157,1,0,0,0,13.0,12.308,113.9087699920339,113.164,0.5,117.00589090909092,2.248,-0.849,2
1421S. RamosRAMVan Amersfoort Racing,22,42:36.359,31.353,0.903,167.325,1:54.102,7,1060,2025,ROUND2Summary,,,1421,S  Ramos,RAM,Van Amersfoort Racing,2556.359,114.102,31.353,22.0,14.0,2525.006,112.931,22.0,1.0,31.353,1.171,116.198,1,0,0,0,14.0,15.115,115.98854423929895,117.422,0.222,117.00589090909092,0.21,-0.808,2
1520T. NaëlNAEVan Amersfoort Racing,22,42:37.430,32.424,1.071,167.255,1:53.805,5,1060,2025,ROUND2Summary,,,1520,T  Naël,NAE,Van Amersfoort Racing,2557.43,113.805,32.424,22.0,15.0,2525.006,112.931,22.0,1.0,32.424,0.874,116.247,1,0,0,0,15.0,15.115,115.98854423929895,113.95,0.5,117.00589090909092,0.258,-0.759,2
1611T. InthraphuvasakINTCampos Racing,22,42:38.372,33.366,0.942,167.194,1:53.194,5,1060,2025,ROUND2Summary,,,1611,T  Inthraphuvasak,INT,Campos Racing,2558.372,113.194,33.366,22.0,16.0,2525.006,112.931,22.0,1.0,33.366,0.263,116.29,1,0,0,0,16.0,8.786,114.356535095258,113.799,0.4,117.00589090909092,1.933,-0.716,2
172N. LeónLEOPREMA Racing,22,42:40.799,35.793,2.427,167.035,1:53.797,5,1060,2025,ROUND2Summary,,,172,N  León,LEO,PREMA Racing,2560.799,113.797,35.793,22.0,17.0,2525.006,112.931,22.0,1.0,35.793,0.866,116.4,1,0,0,0,17.0,13.87,115.14302703325318,113.25,0.2,117.00589090909092,1.257,-0.606,2
1814M. StenshorneSTEHitech TGR,22,42:44.531,39.525,3.732,166.792,1:53.599,5,1060,2025,ROUND2Summary,,,1814,M  Stenshorne,STE,Hitech TGR,2564.531,113.599,39.525,22.0,18.0,2525.006,112.931,22.0,1.0,39.525,0.668,116.57,1,0,0,0,18.0,16.679,116.87923325415902,115.843,0.5,117.00589090909092,-0.31,-0.436,2
1922I. DominguesDOMVan Amersfoort Racing,22,42:44.891,39.885,0.360,166.769,1:54.397,5,1060,2025,ROUND2Summary,,,1922,I  Domingues,DOM,Van Amersfoort Racing,2564.891,114.397,39.885,22.0,19.0,2525.006,112.931,22.0,1.0,39.885,1.466,116.586,1,0,0,0,19.0,15.115,115.98854423929895,116.211,0.1,117.00589090909092,0.597,-0.42,2
2029N. LacorteLACDAMS Lucas Oil,22,42:46.187,41.181,1.296,166.684,1:54.234,6,1060,2025,ROUND2Summary,,,2029,N  Lacorte,LAC,DAMS Lucas Oil,2566.187,114.234,41.181,22.0,20.0,2525.006,112.931,22.0,1.0,41.181,1.303,116.645,1,0,0,0,20.0,20.375,116.06061166942015,117.79,0.0,117.00589090909092,0.584,-0.361,2
211B. BadoerBADPREMA Racing,22,42:47.003,41.997,0.816,166.631,1:53.679,5,1060,2025,ROUND2Summary,,,211,B  Badoer,BAD,PREMA Racing,2567.003,113.679,41.997,22.0,21.0,2525.006,112.931,22.0,1.0,41.997,0.748,116.682,1,0,0,0,21.0,13.87,115.14302703325318,114.014,0.2,117.00589090909092,1.539,-0.324,2
2215J. DufekDUFHitech TGR,22,42:51.440,46.434,4.437,166.344,1:54.173,6,1060,2025,ROUND2Summary,,,2215,J  Dufek,DUF,Hitech TGR,2571.44,114.173,46.434,22.0,22.0,2525.006,112.931,22.0,1.0,46.434,1.242,116.884,1,0,0,0,22.0,16.679,116.87923325415902,110.144,0.0,117.00589090909092,0.004,-0.122,2
2324L. SharpSHARodin Motorsport,22,42:51.995,46.989,0.555,166.308,1:54.430,8,1060,2025,ROUND2Summary,,,2324,L  Sharp,SHA,Rodin Motorsport,2571.995,114.43,46.989,22.0,23.0,2525.006,112.931,22.0,1.0,46.989,1.499,116.909,1,0,0,0,23.0,12.308,113.9087699920339,115.235,0.1,117.00589090909092,3.0,-0.097,2
2426J. SagreraSAGAIX Racing,22,42:52.785,47.779,0.790,166.257,1:53.991,6,1060,2025,ROUND2Summary,,,2426,J  Sagrera,SAG,AIX Racing,2572.785,113.991,47.779,22.0,24.0,2525.006,112.931,22.0,1.0,47.779,1.06,116.945,1,0,0,0,24.0,21.045,118.09299083685926,123.996,0.0,117.00589090909092,-1.148,-0.061,2
2527N. MarinangeliMARAIX Racing,22,42:54.542,49.536,1.757,166.144,1:54.929,8,1060,2025,ROUND2Summary,,,2527,N  Marinangeli,MAR,AIX Racing,2574.542,114.929,49.536,22.0,25.0,2525.006,112.931,22.0,1.0,49.536,1.998,117.025,1,0,0,0,25.0,21.045,118.09299083685926,116.384,0.0,117.00589090909092,-1.068,0.019,2
2616G. XieXIEHitech TGR,22,42:55.379,50.373,0.837,166.09,1:54.312,7,1060,2025,ROUND2Summary,,,2616,G  Xie,XIE,Hitech TGR,2575.379,114.312,50.373,22.0,26.0,2525.006,112.931,22.0,1.0,50.373,1.381,117.063,1,0,0,0,26.0,16.679,116.87923325415902,119.215,0.0,117.00589090909092,0.183,0.057,2
273U. UgochukwuUGOPREMA Racing,22,43:15.124,70.118,19.745,164.826,1:53.631,5,1060,2025,ROUND2Summary,,,273,U  Ugochukwu,UGO,PREMA Racing,2595.124,113.631,70.118,22.0,27.0,2525.006,112.931,22.0,1.0,70.118,0.7,117.96,1,0,0,0,27.0,13.87,115.14302703325318,118.165,0.3,117.00589090909092,2.817,0.954,2
289J. WhartonWHAART Grand Prix,22,43:30.196,85.190,15.072,163.874,1:53.558,5,1060,2025,ROUND2Summary,,,289,J  Wharton,WHA,ART Grand Prix,2610.196,113.558,85.19,22.0,28.0,2525.006,112.931,22.0,1.0,85.19,0.627,118.645,1,0,0,0,28.0,13.214,114.38655093691507,114.966,0.1,117.00589090909092,4.259,1.639,2
2930M. ZagazetaZAGDAMS Lucas Oil,22,43:34.949,89.943,4.753,163.576,1:53.624,5,1060,2025,ROUND2Summary,,,2930,M  Zagazeta,ZAG,DAMS Lucas Oil,2614.949,113.624,89.943,22.0,29.0,2525.006,112.931,22.0,1.0,89.943,0.693,118.861,1,0,0,0,29.0,20.375,116.06061166942015,117.552,0.0,117.00589090909092,2.801,1.855,2
DNF28F. SlaterSLAAIX Racing,2,4:34.494,DNF,-,138.73,-,-,1060,2025,ROUND2Summary,,DNF,28,F  Slater,SLA,AIX Racing,274.494,,,2.0,,2525.006,112.931,22.0,0.091,,,137.247,0,1,0,0,,21.045,118.09299083685926,134.772,0.0,117.00589090909092,19.154,20.241,2
121S. RamosRAMVan Amersfoort Racing,22,35:28.558,-,-,182.29,1:34.343,6,1061,2025,ROUND3Summary,,,121,S  Ramos,RAM,Van Amersfoort Racing,2128.558,94.343,,22.0,1.0,2128.558,94.141,22.0,1.0,0.0,0.202,96.753,1,0,0,0,1.0,15.115,115.98854423929895,117.422,0.222,98.10303613275613,-19.236,-1.35,3
24N. StrømstedSTRTRIDENT,22,35:28.835,0.277,0.277,182.266,1:34.141,6,1061,2025,ROUND3Summary,,,24,N  Strømsted,STR,TRIDENT,2128.835,94.141,0.277,22.0,2.0,2128.558,94.141,22.0,1.0,0.277,0.0,96.765,1,0,0,0,2.0,7.593,114.31535681538406,114.804,0.7,98.10303613275613,-17.55,-1.338,3
35R. CâmaraCAMTRIDENT,22,35:35.396,6.838,6.561,181.706,1:34.261,4,1061,2025,ROUND3Summary,,,35,R  Câmara,CAM,TRIDENT,2135.396,94.261,6.838,22.0,3.0,2128.558,94.141,22.0,1.0,6.838,0.12,97.063,1,0,0,0,3.0,7.593,114.31535681538406,114.378,0.8,98.10303613275613,-17.252,-1.04,3
48T. TaponenTAPART Grand Prix,22,35:37.098,8.540,1.702,181.561,1:34.421,6,1061,2025,ROUND3Summary,,,48,T  Taponen,TAP,ART Grand Prix,2137.098,94.421,8.54,22.0,4.0,2128.558,94.141,22.0,1.0,8.54,0.28,97.141,1,0,0,0,4.0,13.214,114.38655093691507,113.787,0.5,98.10303613275613,-17.246,-0.962,3
510M. BoyaBOYCampos Racing,22,35:42.271,13.713,5.173,181.123,1:34.523,6,1061,2025,ROUND3Summary,,,510,M  Boya,BOY,Campos Racing,2142.271,94.523,13.713,22.0,5.0,2128.558,94.141,22.0,1.0,13.713,0.382,97.376,1,0,0,0,5.0,8.786,114.356535095258,113.409,0.7,98.10303613275613,-16.981,-0.727,3
617T. TramnitzTRAMP Motorsport,22,35:43.445,14.887,1.174,181.024,1:34.695,5,1061,2025,ROUND3Summary,,,617,T  Tramnitz,TRA,MP Motorsport,2143.445,94.695,14.887,22.0,6.0,2128.558,94.141,22.0,1.0,14.887,0.554,97.429,1,0,0,0,6.0,11.867,115.16305777365629,114.718,0.7,98.10303613275613,-17.734,-0.674,3
719A. GiustiGIUMP Motorsport,22,35:43.826,15.268,0.381,180.991,1:34.772,5,1061,2025,ROUND3Summary,,,719,A  Giusti,GIU,MP Motorsport,2143.826,94.772,15.268,22.0,7.0,2128.558,94.141,22.0,1.0,15.268,0.631,97.447,1,0,0,0,7.0,11.867,115.16305777365629,113.745,0.7,98.10303613275613,-17.716,-0.656,3
825R. BilinskiBILRodin Motorsport,22,35:44.873,16.315,1.047,180.903,1:34.752,6,1061,2025,ROUND3Summary,,,825,R  Bilinski,BIL,Rodin Motorsport,2144.873,94.752,16.315,22.0,8.0,2128.558,94.141,22.0,1.0,16.315,0.611,97.494,1,0,0,0,8.0,12.308,113.9087699920339,113.164,0.5,98.10303613275613,-16.415,-0.609,3
912N. TsolovTSOCampos Racing,22,35:45.285,16.727,0.412,180.868,1:34.941,5,1061,2025,ROUND3Summary,,,912,N  Tsolov,TSO,Campos Racing,2145.285,94.941,16.727,22.0,9.0,2128.558,94.141,22.0,1.0,16.727,0.8,97.513,1,0,0,0,9.0,8.786,114.356535095258,116.238,0.875,98.10303613275613,-16.844,-0.59,3
107L. Van HoepenVANART Grand Prix,22,35:46.387,17.829,1.102,180.775,1:34.832,8,1061,2025,ROUND3Summary,,,107,L  Van Hoepen,VAN,ART Grand Prix,2146.387,94.832,17.829,22.0,10.0,2128.558,94.141,22.0,1.0,17.829,0.691,97.563,1,0,0,0,10.0,13.214,114.38655093691507,114.407,0.5,98.10303613275613,-16.824,-0.54,3
1114M. StenshorneSTEHitech TGR,22,35:49.074,20.516,2.687,180.549,1:34.978,9,1061,2025,ROUND3Summary,,,1114,M  Stenshorne,STE,Hitech TGR,2149.074,94.978,20.516,22.0,11.0,2128.558,94.141,22.0,1.0,20.516,0.837,97.685,1,0,0,0,11.0,16.679,116.87923325415902,115.843,0.5,98.10303613275613,-19.194,-0.418,3
1224L. SharpSHARodin Motorsport,22,35:50.225,21.667,1.151,180.453,1:34.844,5,1061,2025,ROUND3Summary,,,1224,L  Sharp,SHA,Rodin Motorsport,2150.225,94.844,21.667,22.0,12.0,2128.558,94.141,22.0,1.0,21.667,0.703,97.738,1,0,0,0,12.0,12.308,113.9087699920339,115.235,0.1,98.10303613275613,-16.171,-0.366,3
139J. WhartonWHAART Grand Prix,22,35:55.011,26.453,4.786,180.052,1:35.258,7,1061,2025,ROUND3Summary,,,139,J  Wharton,WHA,ART Grand Prix,2155.011,95.258,26.453,22.0,13.0,2128.558,94.141,22.0,1.0,26.453,1.117,97.955,1,0,0,0,13.0,13.214,114.38655093691507,114.966,0.1,98.10303613275613,-16.432,-0.148,3
143U. UgochukwuUGOPREMA Racing,22,35:55.632,27.074,0.621,180.0,1:34.847,6,1061,2025,ROUND3Summary,,,143,U  Ugochukwu,UGO,PREMA Racing,2155.632,94.847,27.074,22.0,14.0,2128.558,94.141,22.0,1.0,27.074,0.706,97.983,1,0,0,0,14.0,13.87,115.14302703325318,118.165,0.3,98.10303613275613,-17.16,-0.12,3
1515J. DufekDUFHitech TGR,22,35:55.903,27.345,0.271,179.978,1:35.191,7,1061,2025,ROUND3Summary,,,1515,J  Dufek,DUF,Hitech TGR,2155.903,95.191,27.345,22.0,15.0,2128.558,94.141,22.0,1.0,27.345,1.05,97.996,1,0,0,0,15.0,16.679,116.87923325415902,110.144,0.0,98.10303613275613,-18.884,-0.107,3
166C. WurzWURTRIDENT,22,35:56.411,27.853,0.508,179.935,1:35.335,7,1061,2025,ROUND3Summary,,,166,C  Wurz,WUR,TRIDENT,2156.411,95.335,27.853,22.0,16.0,2128.558,94.141,22.0,1.0,27.853,1.194,98.019,1,0,0,0,16.0,7.593,114.31535681538406,113.703,0.4,98.10303613275613,-16.297,-0.084,3
1711T. InthraphuvasakINTCampos Racing,22,35:58.415,29.857,2.004,179.768,1:35.183,8,1061,2025,ROUND3Summary,,,1711,T  Inthraphuvasak,INT,Campos Racing,2158.415,95.183,29.857,22.0,17.0,2128.558,94.141,22.0,1.0,29.857,1.042,98.11,1,0,0,0,17.0,8.786,114.356535095258,113.799,0.4,98.10303613275613,-16.247,0.007,3
1823C. VoisinVOIRodin Motorsport,22,36:02.824,34.266,4.409,179.402,1:35.355,8,1061,2025,ROUND3Summary,,,1823,C  Voisin,VOI,Rodin Motorsport,2162.824,95.355,34.266,22.0,18.0,2128.558,94.141,22.0,1.0,34.266,1.214,98.31,1,0,0,0,18.0,12.308,113.9087699920339,113.263,0.444,98.10303613275613,-15.599,0.207,3
191B. BadoerBADPREMA Racing,22,36:04.074,35.516,1.250,179.298,1:34.984,6,1061,2025,ROUND3Summary,,,191,B  Badoer,BAD,PREMA Racing,2164.074,94.984,35.516,22.0,19.0,2128.558,94.141,22.0,1.0,35.516,0.843,98.367,1,0,0,0,19.0,13.87,115.14302703325318,114.014,0.2,98.10303613275613,-16.776,0.264,3
2016G. XieXIEHitech TGR,22,36:04.443,35.885,0.369,179.267,1:35.436,5,1061,2025,ROUND3Summary,,,2016,G  Xie,XIE,Hitech TGR,2164.443,95.436,35.885,22.0,20.0,2128.558,94.141,22.0,1.0,35.885,1.295,98.384,1,0,0,0,20.0,16.679,116.87923325415902,119.215,0.0,98.10303613275613,-18.495,0.281,3
2131C. HoHODAMS Lucas Oil,22,36:04.865,36.307,0.422,179.232,1:35.427,8,1061,2025,ROUND3Summary,,,2131,C  Ho,HOD,AMS Lucas Oil,2164.865,95.427,36.307,22.0,21.0,2128.558,94.141,22.0,1.0,36.307,1.286,98.403,1,0,0,0,21.0,16.667,113.4836650925757,113.484,0.2,98.10303613275613,-15.081,0.3,3
2230M. ZagazetaZAGDAMS Lucas Oil,22,36:05.937,37.379,1.072,179.144,1:35.344,9,1061,2025,ROUND3Summary,,,2230,M  Zagazeta,ZAG,DAMS Lucas Oil,2165.937,95.344,37.379,22.0,22.0,2128.558,94.141,22.0,1.0,37.379,1.203,98.452,1,0,0,0,22.0,20.375,116.06061166942015,117.552,0.0,98.10303613275613,-17.609,0.349,3
2326J. HedleyHEDAIX Racing,22,36:06.452,37.894,0.515,179.101,1:35.310,5,1061,2025,ROUND3Summary,,,2326,J  Hedley,HED,AIX Racing,2166.452,95.31,37.894,22.0,23.0,2128.558,94.141,22.0,1.0,37.894,1.169,98.475,1,0,0,0,23.0,21.045,118.09299083685926,118.288,0.0,98.10303613275613,-19.618,0.372,3
2428B. BenavidesBENAIX Racing,22,36:09.770,41.212,3.318,178.827,1:35.200,7,1061,2025,ROUND3Summary,,,2428,B  Benavides,BEN,AIX Racing,2169.77,95.2,41.212,22.0,24.0,2128.558,94.141,22.0,1.0,41.212,1.059,98.626,1,0,0,0,24.0,21.045,118.09299083685926,113.041,0.25,98.10303613275613,-19.467,0.523,3
2529N. LacorteLACDAMS Lucas Oil,22,36:11.084,42.526,1.314,178.719,1:34.904,4,1061,2025,ROUND3Summary,,,2529,N  Lacorte,LAC,DAMS Lucas Oil,2171.084,94.904,42.526,22.0,25.0,2128.558,94.141,22.0,1.0,42.526,0.763,98.686,1,0,0,0,25.0,20.375,116.06061166942015,117.79,0.0,98.10303613275613,-17.375,0.583,3
2620T. NaëlNAEVan Amersfoort Racing,22,36:37.888,69.330,26.804,176.54,1:34.740,5,1061,2025,ROUND3Summary,,,2620,T  Naël,NAE,Van Amersfoort Racing,2197.888,94.74,69.33,22.0,26.0,2128.558,94.141,22.0,1.0,69.33,0.599,99.904,1,0,0,0,26.0,15.115,115.98854423929895,113.95,0.5,98.10303613275613,-16.085,1.801,3
2718B. Del PinoDELMP Motorsport,22,36:42.488,73.930,4.600,176.171,1:34.883,7,1061,2025,ROUND3Summary,,,2718,B  Del Pino,DEL,MP Motorsport,2202.488,94.883,73.93,22.0,27.0,2128.558,94.141,22.0,1.0,73.93,0.742,100.113,1,0,0,0,27.0,11.867,115.16305777365629,117.026,0.3,98.10303613275613,-15.05,2.01,3
DNF2N. LeónLEOPREMA Racing,21,34:30.293,DNF,-,178.884,1:35.037,4,1061,2025,ROUND3Summary,,DNF,2,N  León,LEO,PREMA Racing,2070.293,95.037,,21.0,,2128.558,94.141,22.0,0.955,,0.896,98.585,0,1,0,0,,13.87,115.14302703325318,113.25,0.2,98.10303613275613,-16.558,0.482,3
DNF22I. DominguesDOMVan Amersfoort Racing,10,16:09.484,DNF,-,181.484,1:35.304,7,1061,2025,ROUND3Summary,,DNF,22,I  Domingues,DOM,Van Amersfoort Racing,969.484,95.304,,10.0,,2128.558,94.141,22.0,0.455,,1.163,96.948,0,1,0,0,,15.115,115.98854423929895,116.211,0.1,98.10303613275613,-19.04,-1.155,3
DNF27N. MarinangeliMARAIX Racing,6,10:10.852,DNF,-,172.311,1:36.127,5,1061,2025,ROUND3Summary,,DNF,27,N  Marinangeli,MAR,AIX Racing,610.852,96.127,,6.0,,2128.558,94.141,22.0,0.273,,1.986,101.809,0,1,0,0,,21.045,118.09299083685926,116.384,0.0,98.10303613275613,-16.284,3.706,3
112N. TsolovTSOCampos Racing,27,42:16.874,-,-,127.856,1:24.886,26,1062,2025,ROUND4Summary,,,112,N  Tsolov,TSO,Campos Racing,2536.874,84.886,,27.0,1.0,2536.874,84.886,27.0,1.0,0.0,0.0,93.958,1,0,0,0,1.0,8.786,114.356535095258,116.238,0.875,94.91687567806932,-20.398,-0.959,4
225R. BilinskiBILRodin Motorsport,27,42:24.117,7.243,7.243,127.492,1:26.137,9,1062,2025,ROUND4Summary,,,225,R  Bilinski,BIL,Rodin Motorsport,2544.117,86.137,7.243,27.0,2.0,2536.874,84.886,27.0,1.0,7.243,1.251,94.227,1,0,0,0,2.0,12.308,113.9087699920339,113.164,0.5,94.91687567806932,-19.682,-0.69,4
310M. BoyaBOYCampos Racing,27,42:24.611,7.737,0.494,127.467,1:25.800,13,1062,2025,ROUND4Summary,,,310,M  Boya,BOY,Campos Racing,2544.611,85.8,7.737,27.0,3.0,2536.874,84.886,27.0,1.0,7.737,0.914,94.245,1,0,0,0,3.0,8.786,114.356535095258,113.409,0.7,94.91687567806932,-20.112,-0.672,4
423C. VoisinVOIRodin Motorsport,27,42:25.282,8.408,0.671,127.434,1:26.590,13,1062,2025,ROUND4Summary,,,423,C  Voisin,VOI,Rodin Motorsport,2545.282,86.59,8.408,27.0,4.0,2536.874,84.886,27.0,1.0,8.408,1.704,94.27,1,0,0,0,4.0,12.308,113.9087699920339,113.263,0.444,94.91687567806932,-19.639,-0.647,4
517T. TramnitzTRAMP Motorsport,27,42:25.602,8.728,0.320,127.418,1:25.964,14,1062,2025,ROUND4Summary,,,517,T  Tramnitz,TRA,MP Motorsport,2545.602,85.964,8.728,27.0,5.0,2536.874,84.886,27.0,1.0,8.728,1.078,94.282,1,0,0,0,5.0,11.867,115.16305777365629,114.718,0.7,94.91687567806932,-20.882,-0.635,4
67L. Van HoepenVANART Grand Prix,27,42:26.290,9.416,0.688,127.383,1:26.844,26,1062,2025,ROUND4Summary,,,67,L  Van Hoepen,VAN,ART Grand Prix,2546.29,86.844,9.416,27.0,6.0,2536.874,84.886,27.0,1.0,9.416,1.958,94.307,1,0,0,0,6.0,13.214,114.38655093691507,114.407,0.5,94.91687567806932,-20.08,-0.61,4
78T. TaponenTAPART Grand Prix,27,42:29.844,12.970,3.554,127.206,1:26.871,27,1062,2025,ROUND4Summary,,,78,T  Taponen,TAP,ART Grand Prix,2549.844,86.871,12.97,27.0,7.0,2536.874,84.886,27.0,1.0,12.97,1.985,94.439,1,0,0,0,7.0,13.214,114.38655093691507,113.787,0.5,94.91687567806932,-19.948,-0.478,4
814M. StenshorneSTEHitech TGR,27,42:30.594,13.720,0.750,127.168,1:26.010,16,1062,2025,ROUND4Summary,,,814,M  Stenshorne,STE,Hitech TGR,2550.594,86.01,13.72,27.0,8.0,2536.874,84.886,27.0,1.0,13.72,1.124,94.466,1,0,0,0,8.0,16.679,116.87923325415902,115.843,0.5,94.91687567806932,-22.413,-0.45,4
924L. SharpSHARodin Motorsport,27,42:31.186,14.312,0.592,127.139,1:26.887,27,1062,2025,ROUND4Summary,,,924,L  Sharp,SHA,Rodin Motorsport,2551.186,86.887,14.312,27.0,9.0,2536.874,84.886,27.0,1.0,14.312,2.001,94.488,1,0,0,0,9.0,12.308,113.9087699920339,115.235,0.1,94.91687567806932,-19.42,-0.429,4
1019A. GiustiGIUMP Motorsport,27,42:31.728,14.854,0.542,127.112,1:26.423,6,1062,2025,ROUND4Summary,,,1019,A  Giusti,GIU,MP Motorsport,2551.728,86.423,14.854,27.0,10.0,2536.874,84.886,27.0,1.0,14.854,1.537,94.508,1,0,0,0,10.0,11.867,115.16305777365629,113.745,0.7,94.91687567806932,-20.655,-0.408,4
119J. WhartonWHAART Grand Prix,27,42:32.256,15.382,0.528,127.086,1:25.922,12,1062,2025,ROUND4Summary,,,119,J  Wharton,WHA,ART Grand Prix,2552.256,85.922,15.382,27.0,11.0,2536.874,84.886,27.0,1.0,15.382,1.036,94.528,1,0,0,0,11.0,13.214,114.38655093691507,114.966,0.1,94.91687567806932,-19.859,-0.389,4
